genre_name,genre_id
Psychedelic Folk,976c47d7-d4da-4a1c-97de-9f63621f839c
Heartland Rock,726977b3-dc63-4e87-950b-799efab4c7c9
Latin Electronic,649bb386-106e-4883-9c38-2627d0a9ce61
Jazz Fusion,fc5b9886-5585-4d29-a64e-735d43056759
Indie Rock,4c7ead49-5812-4309-a224-fc0e9df6c34c
Garage Punk,7a2b441c-cbc8-4984-9ec4-38bc54590b66
Latin Rock,53bdb814-d867-4a4d-9704-7a68b0b1ed18
Neofolk,aaffb500-c686-4f8b-aa3c-b3c23b307d9a
Trap Metal,feba0ca8-c108-4830-972f-08fbf3fe9fed
French Pop,e1a79419-fd4a-4da0-9450-6514c2e9d4d4
Glitch Hop,8ef3ebe1-621e-4f63-9d51-1066a4e5e3c7
Sound Collage,aff08578-b072-4696-b724-e9122466e287
Dream Pop,53978930-4b30-487c-ad2b-8178e867460d
Art Pop,0e5eadc1-2a1f-42d5-b4d4-911633c4b3b4
Mathcore,481ba1b8-eac5-4038-bfb8-e45c0511865f
Electro-Industrial,6125e3cc-7705-417c-b8c4-5cf2c8efe4f1
UK Hip Hop,937f1ee3-d9df-45db-ae7b-c32c3a9a48b8
Cloud Rap,502d33c6-1a53-40f4-86a0-1475c447ad34
Pop,b6974626-42ce-4787-a468-9632d15b7aa5
Indietronica,644ac306-1bbe-4422-82d4-4005b4c9d13e
Yé-yé,f9261c3c-b350-43b1-bf03-fc4cd4d1a05a
Hip House,9aa365a6-eae9-4bc3-aee8-d1fdd32b0175
Instrumental Hip Hop,640398f5-1a8a-49e3-9557-9e7134bf2cf2
Krautrock,9f02566d-971a-433d-af7e-d8c8da90b6f0
Deconstructed Club,f668f42c-c42b-4e65-b8e8-0b2e93effb31
Tishoumaren,c14d67d6-aff5-4124-a9d6-d755d5fb46d7
Post-Industrial,6c124369-d31f-4b42-ab9c-e533471f15fe
Britpop,6adac6de-be59-4a94-ba45-841935ea9e83
Blackgaze,c283938b-e0f7-41e0-8751-bb7d9ac1c9ee
Footwork,3f7beead-f012-4b41-93e8-6d4fb278329d
Turntablism,2ecab65f-a471-4b3a-aa22-76176adb356f
MPB,7e1f64f1-dd03-47ce-bebc-7bae5ed25bee
Dub,cb97f860-f15e-4d64-96ae-27faa8d88e5a
Nu-Disco,6fb8252e-1876-4104-a77a-ab13d230da14
Progressive Rock,3c8714cf-02f4-446a-af94-12cc38379080
R&B,75b716be-87ca-4735-b069-15edc0cf3666
Modern Classical,18216ff1-5ea2-4942-98fa-ee21aeb9de86
Dance Punk,ff68b37c-5ae0-430f-b9ca-657758bb22e2
Emo,4600164f-b2bf-4841-81ae-12cab398136c
Jazz-Rock,baac2204-ffe5-41de-9cbb-24ee6d7f1550
Vaporwave,c92d2be2-162d-42d9-98d0-33b875de6f1d
Country Pop,90f4d804-9cb3-4d98-8019-5fecfa438f8b
Ambient Pop,e6fd50bf-1473-4d7b-b809-238b57771c0b
Folk Punk,b6e6d55e-25ac-4ae3-9286-1c3767b8763c
Doom Metal,ec4725c5-ce18-40c2-8305-5f9490194281
Afrobeat,d27cdcc7-7f86-4cce-9810-4557f7c3d170
Ambient House,c5790577-47ec-4ee5-864d-7d88228ffd3f
Country,ad667dcf-cee3-4bfa-9602-a9b9ba1d7d30
Microhouse,81ea77a2-dc29-4bcd-9b09-0ed2bdfdb4c4
Jangle Pop,981830ba-82c4-4ebb-9084-3d998462fe8a
Melodic Death Metal,8666a5d7-918c-474b-b9c5-0f1ac1d7cb81
Industrial Metal,aceb390a-11bf-4364-91e3-e3351ad371d8
Tech House,e8b0c72d-ab82-4e02-af29-e0f8bceaa243
Djent,d1fe30e7-4044-4e87-b0c4-b0d3cb1d31e7
Breakbeat,e0baf1c6-6444-4580-b697-a44f1e0b63c7
Post-Metal,d5e2ab73-07a0-412d-90d6-fcb4dd12e074
Sludge Metal,74aaf487-9fe8-44af-bff8-2738486e07a3
Ambient Techno,91036d5b-177c-43eb-8d0d-de2cb1d87674
Art Punk,44a3d7cc-e114-4965-9397-1dad52606cce
Folk,39580a6e-6c05-444c-b21f-a688313997e0
Piano Rock,8f25a789-d1f9-45f0-9147-37eaf0484001
Tropicália,26e177ae-18be-4acd-bad1-4a6d138aa1c9
Synth Funk,b31cfa7f-3953-42c3-832d-ffb8479869ee
Glam Metal,d266d5a3-dca4-4f90-8258-9ee74e2e6581
Post-Minimalism,5d5bd576-b06c-4c0d-828e-52ef04456eae
Acid Jazz,d9542e62-1b6b-41cc-b23a-fb5c230b7e4e
Metal,11a5d276-4eff-41f5-ab17-6ee991bb548b
UK Garage,850c318c-93c9-48f7-8a89-f82d48aab1c3
Afrobeats,622118fe-d092-438f-af24-f84be32cbd4e
Electro-Disco,7b0532e8-42cf-4df0-aa48-c2f6fb718f2e
Techno,6df7e7d2-1f22-4ae4-b499-ada73204b6a2
Chillwave,604e1fd0-d19c-467e-9d02-10238954055a
Trap Rap,b61ea3a5-3426-4e8d-be6a-935186d6146c
Soul Jazz,5c226cfc-3ad4-46dc-a3db-db16fe163c0d
Hardcore Breaks,79c35e69-7429-42d3-bb70-9805d4af0dbe
Hardcore Punk,ea365007-a351-407e-ba95-fdc0b635b01f
Power Metal,922d3b7a-7a7d-4687-96ff-c42a3b078c76
Juke,c9cb8e1d-7fa2-4c88-b7ae-44fa816f3bac
Classical,fc9f0dbf-6c27-433c-beee-f8cf5142fc4a
Post-Rock,881f20d5-ae5c-4a83-a9df-ec2e55d75bca
Hard Rock,bd3d5feb-009f-4dee-99d6-681a1551d099
Minimalism,e84fcf53-6d1d-4c6e-9f7b-6448856152cf
Dark Jazz,3202a774-6998-4f3c-b100-8757991f310d
Drone,fdaed1ea-4f6f-446b-8cc5-2b68506e8d62
Acoustic Rock,0b2906b4-8963-4bc1-9929-bfc68efb6781
Psychedelic,e89687de-9b85-41f8-a33b-6629bc4c8d10
Exotica,1047f57a-0fa8-4722-a5c8-4464c555987e
Dancehall,7bf22a93-a900-49f8-9db6-fdc1116a4a8b
Future Garage,211e9622-a498-4c64-aaf5-4e695dd0af31
Power Pop,ee5b58be-a054-4dc2-935d-c90af298a074
New Age,c8d70c05-6726-497b-ba05-fbdfaf1aada9
Gothic Rock,774aa2e1-a743-4f8b-9638-a224cac5282a
Gospel,665deecc-d63d-45e4-a73c-912e9e2549cc
Folk Rock,49cb3d72-ef85-439c-b562-73acd5400550
Dance Pop,8fd341a9-b77a-4d6c-9181-99c722906be8
Electronic,09f69bce-ccdb-4fb6-8c7a-4b49e3c3416f
Southern Rock,bcc47863-b711-4aca-ab27-2741d1a2cc2b
Jazz-Funk,d7375f2a-aff6-48cc-8a3f-ff7559b16e02
Dance,2b5fc905-487f-47c7-8cbb-98cd6a1d4fa0
Garage Rock,9be7ec17-a062-466e-a8b8-aecad7f446f8
Glitch Pop,a1a5f99a-53b6-4f02-8f9d-d5544e92430a
Synth Punk,8672e2bd-99ef-475f-bbe0-fa13f8842253
Acid Techno,df3f0402-be3b-4fed-96f0-b8312210b6b5
Experimental Hip Hop,0481c41f-5a3c-4821-8fe1-8a297ec49369
Shoegaze,305d4351-15a1-4c47-b0c2-4b9e17c5540a
Alternative Dance,66d2e323-3cfc-4741-9c84-2972b52be1b5
UK Bass,e6227c6d-9529-4987-9103-d2504dc45897
Neo-Psychedelia,0abd8b55-2e52-4c30-a99d-a1261b6b308a
Surf Rock,c52dbf44-3a76-465e-b0e0-7a2d799480fd
City Pop,7463c0bb-6765-43af-9622-28c7e226e822
